Company Name,Physical Address,Phone,FAX,Web,Business Description,NAICS,Employee(s),Annual Sales,Contact Person,Industry Description,Stock Exchange,Latitude,Longitude
TryonLittleTheater,"516STradeStTryon,NC28782-3714",8288592466,,TLTINFO.ORG,Theatres-Live,711110,4,"$203,000",CathyFischer,TheaterCompaniesandDinnerTheaters,,35.201428,-82.237212
HuffmanJohnnyPlumbingCoInc,"1703RedTopRdWilkesboro,NC28697-8194",3369733938,,JOHNNYHUFFMANPLUMBINGCOINC.COM,PlumbingContractors,238220,9,"$860,000",JohnnyHuffman,"Plumbing,Heating,andAir-ConditioningContractors",,36.129923,-81.322888
FressersEateryAtHelen'sBRN,"151HelensBarnAveHighlands,NC28741-",8285264188,,,Restaurants,722511,6,"$221,000",,Full-ServiceRestaurants,,35.077073,-83.189764
Asheville-BuncombeTechnical,"20CanoeLnAsheville,NC28804-8612",8283987355,,ABTECH.EDU,Schools-Trade&Vocational,611519,5,,SkyeMyrick,OtherTechnicalandTradeSchools,,35.664884,-82.606517
CarolinaMillsWarehouse,"430NeislerStShelby,NC28152-5000",7044709050,,,Warehouses-Merchandise&SelfStorage,493110,4,"$284,000",,GeneralWarehousingandStorage,,35.288479,-81.56751
CarolinaCollege-HairDesign,"1302PattonAve#20Asheville,NC28806-0575",8282532875,,CAROLINACOLLEGE.COM,BeautySchools,611511,2,"$80,000",WalterSims,CosmetologyandBarberSchools,,35.56394,-82.63452
UnlimitedResources,"ForestCity,NC28043-",8286575839,,,RoofingContractors,238160,3,"$277,000",MikeWease,RoofingContractors,,35.328425,-81.86568
LibertyxBitcoinATM,"7016AlbemarleRdCharlotte,NC28227-8123",8005118940,,,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.201813,-80.722882
Century21Hi-Alta,"1408PattonAve#DAsheville,NC28806-1759",8285759002,,HOMESFORSALE.CENTURY21.COM,RealEstate,531210,15,"$1,876,000",KevinGriffin,OfficesofRealEstateAgentsandBrokers,,35.581307,-82.607379
Above&BeyondMovers,"10425KempsfordDrCharlotte,NC28262-2718",7049182007,,,Movers,484110,4,"$533,000",,"GeneralFreightTrucking,Local",,35.332041,-80.704782
SapphireValleyRealEstate,"3065USHighway64E#ASapphire,NC28774-8635",8287430466,,SAPPHIREVALLEYREALESTATE.COM,RealEstate,531210,1,"$121,000",BillKruckenberger,OfficesofRealEstateAgentsandBrokers,,35.126044,-83.055029
A1AppalachianDiscSeptic,"Boone,NC28607-",8282642450,,BOONESEPTICTANKCLEANING.COM,ServiceBureaus,541690,1,"$118,000",DonRichardson,OtherScientificandTechnicalConsultingServices,,,
LaAbejaTiendaMexicana,"3281GeorgiaRdFranklin,NC28734-9603",8285240333,,,Restaurants,722511,1,"$37,000",FredSmith,Full-ServiceRestaurants,,35.129653,-83.396574
KobeExpressInc,"2726GeorgiaRdFranklin,NC28734-7335",8285245623,,,Restaurants,722511,5,"$184,000",DangTran,Full-ServiceRestaurants,,35.137613,-83.397437
Brock'sWaterConditioning,"302WhaleyDrRutherfordton,NC28139-7902",8282879977,,,AirConditioningContractors&Systems,238220,3,"$461,000",,"Plumbing,Heating,andAir-ConditioningContractors",,35.401465,-81.935628
JCMPropertiesofBrevardLLC,"130HendersonvilleHwyPisgahForest,NC28768-8863",8280001111,,,RealEstateManagement,531210,2,"$198,000",SheltonJones,OfficesofRealEstateAgentsandBrokers,,35.272937,-82.701988
HuberTechnologyInc,"1009AirliePkwyDenver,NC28037-7705",8889878845,7049491020,HUBER-TECHNOLOGY.COM,ServiceIndustryMachineryNEC(mfrs),333310,15,"$2,580,000",HendrikusJVanEttekoven,CommercialandServiceIndustryMachineryManufacturing,,35.468536,-81.00783
LittleKings-QueensChild,"709EGroverStShelby,NC28150-4035",7044800873,,,ChildCareService,624410,10,"$177,000",TwanetteDavenport,ChildCareServices,,35.305108,-81.526603
InvestmentRealtyAssocIncor,"401NMainSt#200Hendersonville,NC28792-4915",8280001111,,,RealEstateInvestments,531210,2,"$182,000",JamesHall,OfficesofRealEstateAgentsandBrokers,,35.316876,-82.460486
StellaMarisPropertiesLLC,"77MeadowViewRdBrevard,NC28712-3072",8280001111,,,RealEstateManagement,531210,2,"$198,000",DawnRouse,OfficesofRealEstateAgentsandBrokers,,35.257785,-82.720332
Pasco,"44BuckShoalsRd#D2Arden,NC28704-3380",8286847070,8286846937,PASCOROLLS.COM,TextileMachinery(mfrs),333248,10,"$1,064,000",JohnCrook,AllOtherIndustrialMachineryManufacturing,,35.460572,-82.516653
FireAntGrill,"23281WayahRdTopton,NC28781-7362",8286900156,,,Restaurants,722511,4,"$148,000",TracyLPassmore,Full-ServiceRestaurants,,35.249266,-83.631177
JimmieJohnsonAir&Heat,"Hays,NC28635-",3366962778,,,AirConditioningContractors&Systems,238220,2,"$191,000",,"Plumbing,Heating,andAir-ConditioningContractors",,36.248635,-81.118799
ElManzanillo,"30DillardRdHighlands,NC28741-",8285260608,,,Restaurants,722511,4,"$148,000",TomasFigueroa,Full-ServiceRestaurants,,35.077073,-83.189764
LakeToxawayPropertyOwners,"16600RosmanHwyLakeToxaway,NC28747-",8289669453,,LAKETOXAWAYCA.COM,RealEstate,531210,2,"$198,000",BrianDorry,OfficesofRealEstateAgentsandBrokers,,35.148012,-82.92833
Lifespan,"628FloweDrCharlotte,NC28213-5607",7045986002,7045982767,LIFESPANSERVICES.ORG,CognitiveDisability-DevDisabilitySvcs,624310,12,,RobinDevore,VocationalRehabilitationServices,,35.279707,-80.759206
FoodLion,"250WMillsSt#5Columbus,NC28722-6602",8288948286,,STORES.FOODLION.COM,Grocers-Retail,445110,35,"$5,038,000",RobinGarres,SupermarketsandOtherGroceryRetailers(exceptConvenienceRetailers),,35.248839,-82.20319
SelectRehab,"2205DistrbutnCtrDr#ACharlotte,NC28269-4283",7049212286,7049212287,,VocationalRehabilitationServices,624310,3,,LindaFTrimnal,VocationalRehabilitationServices,,35.276636,-80.842219
ValleCrucisElementarySchool,"2998BroadstoneRdSugarGrove,NC28679-9267",8289634712,8289638185,WATAUGASCHOOLS.ORG,Schools,611110,63,,PrestonClark,ElementaryandSecondarySchools,,36.212798,-81.785024
OakSteakhouse,"470SkylineLodgeRdHighlands,NC28741-0780",8284824720,,OAKSTEAKHOUSERESTAURANT.COM,Full-ServiceRestaurant,722511,12,"$1,639,000",SamKruk,Full-ServiceRestaurants,,35.076259,-83.212639
HomeTrustBank,"341NTradeStTryon,NC28782-3015",8288599141,8288595744,HOMETRUSTBANKING.COM,Banks,522110,8,"$1,286,000",EthanWaldman,CommercialBanking,,35.212429,-82.24179
FlagshipInc,"8733HagersFerryRdDenver,NC28037-9597",7044839457,,,Buses-New&Used(whls),423110,2,"$6,961,000",MartyRyan,AutomobileandOtherMotorVehicleMerchantWholesalers,,35.457659,-80.962942
CareerGirlsR2SInc,"12117VillageViewWayPineville,NC28134-6600",7040001111,,,Career&VocationalCounseling,624310,4,,SheilaDJohnson,VocationalRehabilitationServices,,35.08292,-80.908802
HazelRFisher&Assoc,"976BlueRidgeRdLakeToxaway,NC28747-8604",8289669012,,LAKE-TOXAWAY-ESTATES.COM,RealEstateManagement,531210,4,"$395,000",HazelFisher,OfficesofRealEstateAgentsandBrokers,,35.138593,-82.930991
Fender'sPlumbing,"621SwaringenRdTraphill,NC28685-9212",3369273594,,,PlumbingContractors,238220,1,"$96,000",RandalFender,"Plumbing,Heating,andAir-ConditioningContractors",,36.336638,-80.995287
Sam'sMart,"3360CrabtreeRdWaynesville,NC28785-7470",8286272396,8286279514,SHELL.COM,ConvenienceStores,445131,4,"$2,347,000",DeeMintz,ConvenienceRetailers,,35.567179,-82.957185
FisherRoadGroupHome,"120FisherRdBrevard,NC28712-3110",8288848853,,,RealEstate,531210,3,"$198,000",NancyBStricker,OfficesofRealEstateAgentsandBrokers,,35.24329,-82.72735
MountainTopApplianceSvc,"Canton,NC28716-",8284920780,,MOUNTAINTOPAPPLIANCE.US,HeatingEquipment-Manufacturers,333414,2,"$487,000",MarkAtkinson,HeatingEquipment(exceptWarmAirFurnaces)Manufacturing,,,
SaboUSAInc,"1001LincolnCountyPkwyLincolnton,NC28092-6134",8284282550,,KACO.DE,AutomobileParts&Supplies-Wholesale,423120,11,"$10,918,000",FernandoFerreira,MotorVehicleSuppliesandNewPartsMerchantWholesalers,,35.545477,-81.230841
JarrettStreetRealtyLLC,"175MillsGapRd#750Fletcher,NC28732-0230",8280001111,,,RealEstateManagement,531210,2,"$182,000",JasonDanielian,OfficesofRealEstateAgentsandBrokers,,35.434563,-82.484363
ElCharroMexicanGrill,"201HighlandsRdFranklin,NC28734-2713",8283699002,,ELCHARROFRANKLIN.COM,Restaurants,722511,9,"$1,639,000",,Full-ServiceRestaurants,,35.184553,-83.369561
LaPetiteAcademy,"1203CharlesRdShelby,NC28152-7029",7044826819,7044824170,LAPETITE.COM,Schools-Pre-School/Kindergarten-Academic,624410,18,"$318,000",DeniseHoyle,ChildCareServices,,35.274883,-81.566445
Heart2HeartofAmericaInc,"Franklin,NC28734-",8136618583,,TIKVADRINK.COM,Restaurants,722511,1,"$37,000",MatthewJGoldstein,Full-ServiceRestaurants,,,
AppalachianStateUnivTTRNG,"208DdDoughertyBoone,NC28608-0001",8282622291,,LAP.APPSTATE.EDU,Tutoring,611691,2,,LeeCope,ExamPreparationandTutoring,,36.21462,-81.67914
RehabMedicalLLC,"1920StaritaRd#ECharlotte,NC28206-1294",7044224373,8337862066,,VocationalRehabilitationServices,624310,130,,KevinGearheart,VocationalRehabilitationServices,,35.272205,-80.821061
MuvProperties,"677SpartanburgHwyHendersonville,NC28792-5762",8288454734,,MUV-PROPERTIES.COM,RealEstate,531210,3,"$273,000",,OfficesofRealEstateAgentsandBrokers,,35.306348,-82.45397
DepartmentofCommunication,"121BodenheimerDrBoone,NC28608-0001",8282622221,,COMMUNICATION.APPSTATE.EDU,University-CollegeDept/Facility/Office,611310,55,,JeanDehart,"Colleges,Universities,andProfessionalSchools",,36.214854,-81.679587
"ClontzDavidJ,DDS","205ChurchStNWValdese,NC28690-2305",8288742621,8288744556,DAVIDCLONTZDDS.COM,Dentists,621210,1,"$156,000",DavidJClontz,OfficesofDentists,,35.744814,-81.568226
MabelElementarySchool,"404MabelSchoolRdZionville,NC28698-9450",8282972512,8282974109,WATAUGASCHOOLS.ORG,Schools,611110,50,,MarkHagaman,ElementaryandSecondarySchools,,36.322558,-81.74653
DavisTrimShop,"10153rdAveNWHickory,NC28601-4850",8283228111,8283238912,,AutomobileSeatcoversTops&Upholstery,811121,2,"$179,000",AllenDavis,"AutomotiveBody,Paint,andInteriorRepairandMaintenance",,35.736248,-81.354451
Madison'sRestaurant,"455MainStHighlands,NC28741-",8287872525,,OLDEDWARDSHOSPITALITY.COM,Restaurants,722511,4,"$1,639,000",,Full-ServiceRestaurants,,35.077073,-83.189764
DieselPowerTruckCtr,"2348SmokeyParkHwy#200Candler,NC28715-9703",8283032009,,DIESELPOWERTRUCKCENTER.COM,DieselFuel(whls),424720,10,"$112,672,000",DianeHolmes,PetroleumandPetroleumProductsMerchantWholesalers(exceptBulkStationsandTerminals),,35.54175,-82.744087
HighCountryYogaInc,"240ShadowlineDr#5ABoone,NC28607-5088",9544831325,,HIGHCOUNTRYYOGA.COM,YogaInstruction,611699,3,"$232,000",BrianaKidd,AllOtherMiscellaneousSchoolsandInstruction,,36.202358,-81.659411
Allen'sGulfAutoSvc,"82WeavervilleRdAsheville,NC28804-1360",8286458678,,GULFOIL.COM,DieselFuel(whls),424720,5,"$56,336,000",AllenWatts,PetroleumandPetroleumProductsMerchantWholesalers(exceptBulkStationsandTerminals),,35.641753,-82.579576
RaSeamlessGuttersLLC,"414OakStForestCity,NC28043-",8282454090,,RAGUTTERS.COM,Gutters&Downspouts,238160,2,"$277,000",RubenNavaro,RoofingContractors,,35.328425,-81.86568
ChampionServicesPolkCounty,"5039PenielRdTryon,NC28782-8820",8288176370,,,Sawmills&PlaningMills-General(mfrs),321113,15,"$5,212,000",,Sawmills,,35.248032,-82.132999
BrushyMountainCstmWoodworks,"10350BrushyMountainRdMoravianFalls,NC28654-9654",3369210350,,BMCWINC.COM,Woodworkers,238350,4,"$382,000",BryanEstep,FinishCarpentryContractors,,36.068924,-81.085539
BeersConstructionCo,"400BroadpointeDrMillsRiver,NC28759-4652",7049051417,,,ConstructionCompanies,236115,3,"$862,000",,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.42271,-82.549633
CaasiJobTrainingInstInc,"9739KngsPradeBlvd#327Charlotte,NC28273-5838",7040001111,,,EmploymentTrainingService,624310,6,,ShaninLCole-Jimenez,VocationalRehabilitationServices,,35.132822,-80.935081
JacktheDipperIceCream,"1024GeorgiaRdFranklin,NC28734-5820",8280001111,,JACKTHEDIPPER.COM,IceCreamParlors,722515,6,"$221,000",LoriMartone,SnackandNonalcoholicBeverageBars,,35.160533,-83.390059
CustomBodyWorksInc,"1555TateBlvdSEHickory,NC28602-4243",8283226900,8283226906,CUSTOMBODYWORKSINC.COM,AutomobileBody-Repairing&Painting,811121,13,"$1,158,000",JackHoke,"AutomotiveBody,Paint,andInteriorRepairandMaintenance",,35.72977,-81.311882
FatBuddiesRibs&BBQ,"311WestgatePlzFranklin,NC28734-9012",8283494743,8283494743,FATBUDDIESRIBSANDBBQ.COM,Restaurants,722511,43,"$1,581,000",ChuckStJohn,Full-ServiceRestaurants,,35.164097,-83.398662
BullmanConstruction&Repair,"1240JupiterRdWeaverville,NC28787-9586",8280001111,,,ConstructionCompanies,236115,2,"$586,000",,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.751703,-82.614741
LithiaSpringsElectrical,"1926LithiaSpringsRdMoravianFalls,NC28654-9142",3369271949,,,ElectricContractors,238210,2,"$191,000",RebeccaCKilby,ElectricalContractorsandOtherWiringInstallationContractors,,36.085952,-81.170386
Pathway2Employment,"6328ElderslieDr#217Charlotte,NC28269-6920",9809385088,,PATHWAY2EMPLOYMENT.COM,VocationalRehabilitationServices,624310,12,,EricThompson,VocationalRehabilitationServices,,35.371742,-80.753719
NewLeafWildlifeRehab,"5101FowlerFarmRdMintHill,NC28227-9255",7040001111,,,VocationalRehabilitationServices,624310,3,,JoanShinn,VocationalRehabilitationServices,,35.16357,-80.697848
HomeTrustBank,"341NTradeStTryon,NC28782-3015",8288599141,8288595744,HOMETRUSTBANKING.COM,Banks,522110,8,"$1,286,000",EthanWaldman,CommercialBanking,,35.212429,-82.24179
FarmServiceAgency,"106NWaterStBoone,NC28607-",8282643850,,FSA.USDA.GOV,FederalGovernment-Land/Mineral/Wildlife/Fore,924120,3,,,AdministrationofConservationPrograms,,36.200895,-81.661437
MagnoliaRepublic,"462DillardRdHighlands,NC28741-6673",8284828747,,,Restaurants,722511,2,"$74,000",DavidCunningham,Full-ServiceRestaurants,,35.050031,-83.207488
LeitnerCo,"2445thAveWHendersonville,NC28739-4340",8286970117,8286970119,LEITNERCOMPANY.COM,RealEstate,531210,4,"$363,000",RusselLeitner,OfficesofRealEstateAgentsandBrokers,,35.317246,-82.462681
"McclureJanice,AGT","2205thAveE#AHendersonville,NC28792-4378",8282438345,,,RealEstate,531210,1,"$91,000",JaniceMcclure,OfficesofRealEstateAgentsandBrokers,,35.317613,-82.458645
LevineCancerInstitute,"447McalisterRd#1600Lincolnton,NC28092-4133",9802125100,,ATRIUMHEALTH.ORG,CancerTreatmentCenters,622310,38,"$1,654,000",ThomasLaymon,Specialty(exceptPsychiatricandSubstanceAbuse)Hospitals,,35.490324,-81.201816
CarolinaComfortHeating,"1298BoilingSpringsRdPurlear,NC28665-9111",3369734402,,,HeatingContractors,238220,2,"$191,000",,"Plumbing,Heating,andAir-ConditioningContractors",,36.159998,-81.300324
BrookhavenVillageHoa,"118SleepyHollowLnSwannanoa,NC28778-",8282994300,,,RealEstate,531210,3,"$376,000",,OfficesofRealEstateAgentsandBrokers,,35.600229,-82.40264
HighlandsBarbequeCoLLC,"595FranklinRdHighlands,NC28741-8553",8280001111,,HIGHLANDSSMOKEHOUSE.COM,Restaurants,722511,5,"$1,639,000",O'bAlexander,Full-ServiceRestaurants,,35.058687,-83.20869
AceMovers,"192SChurchStCharlotte,NC28202-",7048386042,,ACEMOVERSNC.COM,Movers,484110,6,"$799,000",GaryEllison,"GeneralFreightTrucking,Local",,35.227415,-80.839255
PantryPrideFoodMart,"1174IronDuffRdWaynesville,NC28785-7478",8284525537,,,Grocers-Retail,445110,4,"$1,341,000",JudySmith,SupermarketsandOtherGroceryRetailers(exceptConvenienceRetailers),,35.579126,-82.96987
PlayPalacePreschool,"827EarlRdShelby,NC28152-6807",7044823066,,,ChildCareService,624410,9,"$159,000",TrudyClary,ChildCareServices,,35.27162,-81.524868
Hockaday&HockadayAttorneys,"9EMainStBurnsville,NC28714-2947",8286827060,,,Attorneys,541110,3,"$373,000",DanielMHockaday,OfficesofLawyers,,35.917444,-82.297748
BuildItConstructionLLC,"40SeminoleStAsheville,NC28803-1713",8280001111,,,ConstructionCompanies,236115,2,"$586,000",GregCatevenis,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.540795,-82.530406
DancingEyesDesign,"873SilverleafRdZionville,NC28698-9349",8282975658,,DANCINGEYES.COM,DancingInstruction,611610,2,"$37,000",BryanDechter,FineArtsSchools,,36.317798,-81.731783
StateEmployees'CreditUnion,"74WeaverStColumbus,NC28722-0466",8288940557,8288943088,NCSECU.ORG,CreditUnions,522130,9,"$1,162,000",LindaHarris,CreditUnions,,35.25137,-82.194815
LouisWilliams&Sons,"300WKingStEastFlatRock,NC28726-2320",8283488429,8286926344,LOUISWILLIAMS.COM,RealEstate,531210,5,"$454,000",DanielWilliams,OfficesofRealEstateAgentsandBrokers,,35.28266,-82.426551
EmeryPropertiesofWNCLLC,"419RidgeviewHillDrHendersonville,NC28791-7810",8280001111,,,RealEstateManagement,531210,4,"$363,000",TimothyTEmery,OfficesofRealEstateAgentsandBrokers,,35.372524,-82.529973
TDBank,"600WUSHighway19EBypBurnsville,NC28714-7152",8286824643,8286820080,TD.COM,Banks,522110,5,"$699,000",ChristopherShirlin,CommercialBanking,,35.914496,-82.306443
DaoistTraditionsClg-Chinese,"382MontfordAveAsheville,NC28801-1060",8282253993,,DAOISTTRADITIONS.EDU,AcupunctureSchools,611519,12,,MarySMajebe,OtherTechnicalandTradeSchools,,35.606803,-82.568584
StateEmployees'CreditUnion,"40CharlieBrownRdBurnsville,NC28714-",8286827557,8286827570,NCSCU.ORG,CreditUnions,522130,15,"$1,872,000",,CreditUnions,,35.917232,-82.32441
VanceEnterprisesInc,"160JohnVanceRdWaynesville,NC28786-6321",8286480705,,,AutomobileParts-Used&Rebuilt(whls),423140,2,"$1,485,000",DavidVance,MotorVehicleParts(Used)MerchantWholesalers,,35.463464,-82.911286
AppalachianRegionalMedAssoc,"166DoctorsDrBoone,NC28607-5000",8282629125,,APPRHS.ORG,Clinics,621111,4,"$694,000",ChrisMccracken,OfficesofPhysicians(exceptMentalHealthSpecialists),,36.198298,-81.653781
YanceyCountySchFoundation,"100SchoolCirBurnsville,NC28714-2623",8280001111,,YANCEYNC.NET,Contractors,238990,3,"$407,000",,AllOtherSpecialtyTradeContractors,,35.921221,-82.29355
BVJ&JInvestmentsLLC,"7941WoodhillCoveLnDenver,NC28037-9358",7040001111,,,Investments,523910,2,"$1,043,000",JimmyHHua,MiscellaneousIntermediation,,35.492819,-80.989438
ABCBartendingSchool,"1200SweetenCreekRdAsheville,NC28803-1831",8283484217,,ABCBARTENDING.COM,BartendingSchool,611519,2,,,OtherTechnicalandTradeSchools,,35.539625,-82.520146
MountainLaurelHall,"949BlowingRockRdBoone,NC28607-4888",8280001111,,,University-CollegeDept/Facility/Office,611310,39,,,"Colleges,Universities,andProfessionalSchools",,36.207012,-81.669605
SouthToeVolunteerFireDept,"5455StateHighway80SBurnsville,NC28714-",8282842994,,SOUTHTOEFIRE.COM,FireDepartments,922160,20,,TonyLaws,FireProtection,,35.917232,-82.32441
KamdarIndustriesInc,"3500OldYorkRdGastonia,NC28056-6877",7048250755,,EVOLUTION72.COM,Manufacturers,339999,20,"$3,122,000",MarkKamdar,AllOtherMiscellaneousManufacturing,,35.213742,-81.198961
SteveOwen&AssocRealtors,"11ParkPlWBrevard,NC28712-3080",8288839895,,ALLENTATE.COM,RealEstate,531210,3,"$297,000",,OfficesofRealEstateAgentsandBrokers,,35.256372,-82.71811
DoubleIslandFireDept,"5360DoubleIslandRdGreenMountain,NC28740-6128",8286750632,8286750632,,FireDepartments,922160,8,,,FireProtection,,35.957469,-82.205833
LibertyxBitcoinATM,"2501WTradeStCharlotte,NC28208-3458",8005118940,,,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.249533,-80.865609
AwakenMySoulYoga,"631CraggyPt#19DSugarMountain,NC28604-7240",9542636769,,,YogaInstruction,611699,4,"$208,000",,AllOtherMiscellaneousSchoolsandInstruction,,36.122209,-81.878205
CarolinaCraftsmenBuilders,"8CrestbrookCtArden,NC28704-2612",8282758655,,,HomeImprovements,236118,5,"$1,463,000",,ResidentialRemodelers,,35.484366,-82.498643
EP&AssocRoofing,"Caroleen,NC28019-",8282230201,,,RoofingContractors,238160,3,"$277,000",ErniePennington,RoofingContractors,,35.291611,-81.840908
DonnaTerhuneResidential,"109McguireCirPisgahForest,NC28768-",8288773434,,,RealEstate,531210,2,"$297,000",DonnaTerhune,OfficesofRealEstateAgentsandBrokers,,35.268931,-82.680754
ResumeAmerica,"6000FairviewRd#1200Charlotte,NC28210-2252",7049457122,7049457101,FAIRVIEWSEARCH.COM,VocationalRehabilitationServices,624310,1,,BarbaraCatz,VocationalRehabilitationServices,,35.150495,-80.838957
BlackDiamondCollision,"1234FedexDrSWConover,NC28613-7426",8284643048,,BLACKDIAMONDCOLLISION.COM,AutomobileBody-Repairing&Painting,811121,3,"$268,000",KenBoyce,"AutomotiveBody,Paint,andInteriorRepairandMaintenance",,35.699823,-81.259742
BlueThornInc,"115LocustLnBlowingRock,NC28605-8902",8280001111,,,Consultants-BusinessNEC,541618,2,"$152,000",,OtherManagementConsultingServices,,36.123212,-81.720073
MetrolinaAssociation,"704LouiseAveCharlotte,NC28204-2128",7043723870,7043723872,MABNC.ORG,VocationalRehabilitationServices,624310,42,,BarbaraSchmiel,VocationalRehabilitationServices,,35.220742,-80.821675
BlueRidgeTinyHomesLLC,"11SCollegeStWeaverville,NC28787-9402",8280001111,,,HomeBuilders,236115,2,"$586,000",GregZocher,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.695646,-82.565408
AndyMaylishFabricationInc,"5384StoneHengeDrDenver,NC28037-8721",7040001111,,,MetalGoods-Manufacturers,332999,3,"$317,000",AndrewMaylish,AllOtherMiscellaneousFabricatedMetalProductManufacturing,,35.53092,-81.075488
BelmontJuiceLLC,"307McadenvilleRdBelmont,NC28012-2423",7040001111,,,Juices-Retail,445230,2,"$238,000",BrianMacintosh,FruitandVegetableRetailers,,35.25558,-81.056455
